-8.28065	0.05556
-8.332	0.06944
-8.57187	0.08333
-8.6629	0.09722
-8.6731	0.11111
-8.74559	0.125
-8.75517	0.13889
-8.77108	0.15278
-8.77643	0.16667
-8.80727	0.18056
-8.837	0.19444
-8.98944	0.20833
-8.99355	0.22222
-9.06493	0.23611
-9.13792	0.25
-9.13792	0.26389
-9.14302	0.27778
-9.18567	0.29167
-9.22982	0.30556
-9.3002	0.31944
-9.3002	0.33333
-9.3002	0.34722
-9.32382	0.36111
-9.32382	0.375
-9.32382	0.38889
-9.34633	0.40278
-9.45116	0.41667
-9.53224	0.43056
-9.54971	0.44444
-9.57751	0.45833
-9.70297	0.47222
-9.73008	0.48611
-9.73008	0.5
-9.85791	0.51389
-10.00166	0.52778
-10.02517	0.54167
-10.08523	0.55556
-10.08523	0.56944
-10.1091	0.58333
-10.35134	0.59722
-10.35395	0.61111
-10.39002	0.625
-10.43379	0.63889
-10.44274	0.65278
-10.56659	0.66667
-10.61608	0.68056
-10.67957	0.69444
-10.70027	0.70833
-10.76468	0.72222
-10.76468	0.73611
-10.84582	0.75
-10.92759	0.76389
-10.93331	0.77778
-11.27814	0.79167
-11.42163	0.80556
-11.42599	0.81944
-11.69981	0.83333
-12.4259	0.84722
-12.52128	0.86111
-12.52625	0.875
-12.67983	0.88889
-12.70967	0.90278
-13.09515	0.91667
-13.09902	0.93056
-13.14452	0.94444
-13.93988	0.95833
-14.06934	0.97222
-14.1519	0.98611
