-8.03094	0.05556
-8.07521	0.06944
-8.25664	0.08333
-8.33088	0.09722
-8.36918	0.11111
-8.43733	0.125
-8.55732	0.13889
-8.57548	0.15278
-8.79657	0.16667
-8.8483	0.18056
-8.8631	0.19444
-8.88524	0.20833
-8.92976	0.22222
-8.94754	0.23611
-9.09676	0.25
-9.1261	0.26389
-9.23106	0.27778
-9.24188	0.29167
-9.25754	0.30556
-9.28055	0.31944
-9.28055	0.33333
-9.32258	0.34722
-9.33689	0.36111
-9.36063	0.375
-9.36187	0.38889
-9.37257	0.40278
-9.43313	0.41667
-9.4483	0.43056
-9.4483	0.44444
-9.50301	0.45833
-9.50401	0.47222
-9.61219	0.48611
-9.62824	0.5
-9.65671	0.51389
-9.70695	0.52778
-9.78181	0.54167
-9.79847	0.55556
-9.8045	0.56944
-9.84623	0.58333
-9.84373	0.59722
-9.87632	0.61111
-9.89734	0.625
-9.89734	0.63889
-9.94322	0.65278
-9.95578	0.66667
-9.95335	0.68056
-9.95335	0.69444
-9.99737	0.70833
-10.01521	0.72222
-10.02839	0.73611
-10.04836	0.75
-10.09356	0.76389
-10.12278	0.77778
-10.15934	0.79167
-10.17799	0.80556
-10.19851	0.81944
-10.20834	0.83333
-10.30371	0.84722
-10.29873	0.86111
-10.36694	0.875
-10.39934	0.88889
-10.39934	0.90278
-10.47619	0.91667
-10.49869	0.93056
-10.51088	0.94444
-10.87723	0.95833
-10.88171	0.97222
-11.25923	0.98611
