-7.30274	0.05556
-7.55405	0.06944
-7.59496	0.08333
-7.70166	0.09722
-7.73105	0.11111
-7.86872	0.125
-7.94763	0.13889
-8.09567	0.15278
-8.16487	0.16667
-8.25664	0.18056
-8.26274	0.19444
-8.28561	0.20833
-8.2947	0.22222
-8.30725	0.23611
-8.34045	0.25
-8.36607	0.26389
-8.39728	0.27778
-8.40512	0.29167
-8.42998	0.30556
-8.43794	0.31944
-8.45884	0.33333
-8.62484	0.34722
-8.64893	0.36111
-8.69324	0.375
-8.69324	0.38889
-8.70194	0.40278
-8.71898	0.41667
-8.78551	0.43056
-8.82132	0.44444
-8.97738	0.45833
-8.99541	0.47222
-8.99541	0.48611
-9.03632	0.5
-9.07885	0.51389
-9.08383	0.52778
-9.09203	0.54167
-9.09365	0.55556
-9.11926	0.56944
-9.19176	0.58333
-9.19176	0.59722
-9.20109	0.61111
-9.20109	0.625
-9.20109	0.63889
-9.20109	0.65278
-9.23765	0.66667
-9.23765	0.68056
-9.26233	0.69444
-9.27744	0.70833
-9.29895	0.72222
-9.34185	0.73611
-9.36	0.75
-9.385	0.76389
-9.385	0.77778
-9.54056	0.79167
-9.58751	0.80556
-9.66765	0.81944
-9.66765	0.83333
-9.67151	0.84722
-9.67866	0.86111
-9.71055	0.875
-9.86314	0.88889
-9.93749	0.90278
-9.97617	0.91667
-10.16208	0.93056
-10.16693	0.94444
-10.18346	0.95833
-10.29513	0.97222
-10.38728	0.98611
