-10.930	 0.000
-20.780	 0.014
-20.870	 0.027
-21.070	 0.041
-21.150	 0.055
-21.230	 0.068
-21.250	 0.082
-21.400	 0.096
-21.700	 0.110
-21.700	 0.123
-21.820	 0.137
-21.730	 0.151
-22.250	 0.164
-22.340	 0.178
-22.340	 0.192
-22.370	 0.205
-22.380	 0.219
-22.380	 0.233
-22.490	 0.247
-22.530	 0.260
-22.680	 0.274
-22.700	 0.288
-22.710	 0.301
-22.710	 0.315
-22.830	 0.329
-23.020	 0.342
-23.050	 0.356
-23.060	 0.370
-23.100	 0.384
-23.100	 0.397
-23.150	 0.411
-23.250	 0.425
-23.270	 0.438
-23.270	 0.452
-23.370	 0.466
-23.400	 0.479
-23.490	 0.493
-23.550	 0.507
-23.620	 0.521
-23.710	 0.534
-23.730	 0.548
-23.810	 0.562
-23.860	 0.575
-23.880	 0.589
-23.960	 0.603
-24.040	 0.616
-24.050	 0.630
-24.060	 0.644
-24.070	 0.658
-24.130	 0.671
-24.280	 0.685
-24.280	 0.699
-24.380	 0.712
-24.380	 0.726
-24.440	 0.740
-24.480	 0.753
-24.660	 0.767
-24.700	 0.781
-24.700	 0.795
-24.910	 0.808
-25.020	 0.822
-25.080	 0.836
-25.120	 0.849
-25.140	 0.863
-25.160	 0.877
-25.190	 0.890
-25.190	 0.904
-25.570	 0.918
-25.570	 0.932
