-4.370	 0.000
-5.330	 0.014
-6.260	 0.027
-7.100	 0.041
-7.260	 0.055
-7.390	 0.068
-7.820	 0.082
-8.420	 0.096
-9.560	 0.110
-9.600	 0.123
-9.640	 0.137
-9.710	 0.151
-9.940	 0.164
-10.610	 0.178
-10.790	 0.192
-11.990	 0.205
-12.670	 0.219
-13.830	 0.233
-13.830	 0.247
-13.830	 0.260
-15.810	 0.274
-16.000	 0.288
-16.040	 0.301
-16.630	 0.315
-17.500	 0.329
-17.580	 0.342
-17.650	 0.356
-17.650	 0.370
-17.870	 0.384
-17.970	 0.397
-18.150	 0.411
-18.280	 0.425
-18.700	 0.438
-18.870	 0.452
-18.960	 0.466
-19.110	 0.479
-19.280	 0.493
-19.300	 0.507
-19.360	 0.521
-19.480	 0.534
-19.520	 0.548
-19.570	 0.562
-19.680	 0.575
-19.770	 0.589
-19.810	 0.603
-19.810	 0.616
-19.810	 0.630
-19.870	 0.644
-19.930	 0.658
-19.940	 0.671
-20.060	 0.685
-20.060	 0.699
-20.100	 0.712
-20.100	 0.726
-20.100	 0.740
-20.100	 0.753
-20.110	 0.767
-20.110	 0.781
-20.120	 0.795
-20.120	 0.808
-20.230	 0.822
-20.230	 0.836
-20.380	 0.849
-20.380	 0.863
-20.390	 0.877
-20.390	 0.890
-20.560	 0.904
-20.620	 0.918
-20.710	 0.932
-21.020	 0.945
