-12.670	 0.000
-13.600	 0.014
-13.690	 0.029
-15.070	 0.043
-15.670	 0.057
-16.180	 0.071
-16.960	 0.086
-17.240	 0.100
-17.440	 0.114
-17.950	 0.129
-18.490	 0.143
-18.650	 0.157
-18.690	 0.171
-19.500	 0.186
-19.500	 0.200
-19.610	 0.214
-19.630	 0.229
-19.980	 0.243
-20.200	 0.257
-20.240	 0.271
-20.290	 0.286
-20.610	 0.300
-20.790	 0.314
-21.410	 0.329
-21.570	 0.343
-21.600	 0.357
-21.840	 0.371
-21.900	 0.386
-21.900	 0.400
-21.930	 0.414
-22.000	 0.429
-22.000	 0.443
-22.120	 0.457
-22.410	 0.471
-22.540	 0.486
-22.580	 0.500
-22.900	 0.514
-23.000	 0.529
-23.100	 0.543
-23.130	 0.557
-23.230	 0.571
-23.230	 0.586
-23.450	 0.600
-23.470	 0.614
-23.520	 0.629
-23.790	 0.643
-24.080	 0.657
-24.410	 0.671
-24.730	 0.686
-24.970	 0.700
-24.990	 0.714
-25.060	 0.729
-25.350	 0.743
-25.640	 0.757
-25.900	 0.771
-26.030	 0.786
-26.200	 0.800
-26.220	 0.814
-26.570	 0.829
-27.110	 0.843
-27.560	 0.857
-27.660	 0.871
