-4.670	 0.000
-5.340	 0.013
-5.810	 0.027
-7.290	 0.040
-7.680	 0.053
-8.260	 0.067
-10.480	 0.080
-12.050	 0.093
-12.320	 0.107
-12.430	 0.120
-12.720	 0.133
-12.780	 0.147
-13.700	 0.160
-14.520	 0.173
-14.680	 0.187
-14.840	 0.200
-15.500	 0.213
-15.650	 0.227
-15.910	 0.240
-16.080	 0.253
-16.960	 0.267
-17.250	 0.280
-17.260	 0.293
-17.270	 0.307
-17.270	 0.320
-17.410	 0.333
-17.420	 0.347
-17.500	 0.360
-17.540	 0.373
-17.580	 0.387
-17.600	 0.400
-17.710	 0.413
-17.750	 0.427
-17.780	 0.440
-17.990	 0.453
-17.990	 0.467
-18.030	 0.480
-18.360	 0.493
-18.380	 0.507
-18.570	 0.520
-18.610	 0.533
-18.690	 0.547
-18.730	 0.560
-18.750	 0.573
-18.750	 0.587
-18.780	 0.600
-18.820	 0.613
-18.820	 0.627
-18.820	 0.640
-18.860	 0.653
-18.910	 0.667
-18.910	 0.680
-18.940	 0.693
-18.940	 0.707
-18.980	 0.720
-18.980	 0.733
-18.980	 0.747
-18.980	 0.760
-18.990	 0.773
-19.000	 0.787
-18.990	 0.800
-18.990	 0.813
-18.990	 0.827
-19.140	 0.840
-19.140	 0.853
-19.180	 0.867
-19.210	 0.880
-19.250	 0.893
-19.310	 0.907
-19.350	 0.920
-19.450	 0.933
-19.560	 0.947
-19.880	 0.960
