-11.960	 0.000
-14.490	 0.014
-15.650	 0.028
-15.830	 0.042
-15.850	 0.056
-16.050	 0.070
-16.630	 0.085
-17.040	 0.099
-17.200	 0.113
-17.280	 0.127
-17.350	 0.141
-17.520	 0.155
-17.520	 0.169
-17.580	 0.183
-17.610	 0.197
-17.740	 0.211
-17.760	 0.225
-19.300	 0.239
-19.530	 0.254
-19.620	 0.268
-19.950	 0.282
-19.950	 0.296
-20.070	 0.310
-20.210	 0.324
-20.260	 0.338
-20.350	 0.352
-20.460	 0.366
-20.510	 0.380
-20.740	 0.394
-20.750	 0.408
-20.770	 0.423
-20.910	 0.437
-21.340	 0.451
-21.440	 0.465
-21.490	 0.479
-21.760	 0.493
-21.810	 0.507
-21.800	 0.521
-21.830	 0.535
-22.230	 0.549
-22.260	 0.563
-22.450	 0.577
-22.670	 0.592
-22.840	 0.606
-22.930	 0.620
-23.180	 0.634
-23.410	 0.648
-23.420	 0.662
-23.610	 0.676
-23.700	 0.690
-23.800	 0.704
-23.880	 0.718
-24.010	 0.732
-24.400	 0.746
-24.490	 0.761
-24.490	 0.775
-24.660	 0.789
-24.740	 0.803
-24.770	 0.817
-25.460	 0.831
-25.560	 0.845
-25.560	 0.859
-25.770	 0.873
-26.280	 0.887
-26.300	 0.901
-26.400	 0.915
-26.750	 0.930
-28.090	 0.944
-28.290	 0.958
